country,population,year
NLD,16947904,2015
NLD,17016967,2016
NLD,17084719,2017
NLD,17151228,2018
NLD,17216476,2019
NOR,4463377,1999
NOR,4492400,2000
NOR,4515195,2001
NOR,4539602,2002
NOR,4566303,2003
NOR,4593413,2004
NOR,4624875,2005
NOR,4662366,2006
NOR,4710952,2007
NOR,4770096,2008
NOR,4830658,2009
NOR,4891300,2010
NOR,4955373,2011
NOR,5021106,2012
NOR,5085582,2013
NOR,5147792,2014
NOR,5207689,2015
NOR,5265158,2016
NOR,5320045,2017
NOR,5372191,2018
NOR,5421399,2019
NPL,23086887,1999
NPL,23486982,2000
NPL,23887333,2001
NPL,24272768,2002
NPL,24644751,2003
NPL,24988596,2004
NPL,25254661,2005
NPL,25484399,2006
NPL,25732200,2007
NPL,25998331,2008
NPL,26297989,2009
NPL,26663726,2010
NPL,27080967,2011
NPL,27505393,2012
NPL,27917117,2013
NPL,28311268,2014
NPL,28678486,2015
NPL,29033914,2016
NPL,29384297,2017
NPL,29717587,2018
NPL,30032493,2019
NZL,3783756,1999
NZL,3802400,2000
NZL,3837878,2001
NZL,3898456,2002
NZL,3960281,2003
NZL,4008166,2004
NZL,4048224,2005
NZL,4089964,2006
NZL,4131984,2007
NZL,4171974,2008
NZL,4218874,2009
NZL,4269245,2010
NZL,4306933,2011
NZL,4336624,2012
NZL,4377391,2013
NZL,4442509,2014
NZL,4525113,2015
NZL,4614016,2016
NZL,4700525,2017
NZL,4779949,2018
NZL,4854878,2019
OMN,2376176,1999
OMN,2432376,2000
OMN,2487301,2001
OMN,2541078,2002
OMN,2593790,2003
OMN,2645614,2004
OMN,2696889,2005
OMN,2748203,2006
OMN,2800283,2007
OMN,2853884,2008
OMN,2909634,2009
OMN,2967717,2010
OMN,3027959,2011
OMN,3090150,2012
OMN,3154134,2013
OMN,3219775,2014
OMN,3286936,2015
OMN,3355262,2016
OMN,3424386,2017
OMN,3494116,2018
OMN,3564276,2019
PAK,144061210,1999
PAK,148400343,2000
PAK,153174025,2001
PAK,157385824,2002
PAK,161075674,2003
PAK,164483168,2004
PAK,168065970,2005
PAK,171905679,2006
PAK,176014726,2007
PAK,180012136,2008
PAK,183962672,2009
PAK,188339286,2010
PAK,192741892,2011
PAK,197074157,2012
PAK,201579500,2013
PAK,206055202,2014
PAK,210468276,2015
PAK,214765250,2016
PAK,219202242,2017
PAK,223950285,2018
PAK,228727589,2019
PAN,2847789,1999
PAN,2899513,2000
PAN,2952285,2001
PAN,3003421,2002
PAN,3053605,2003
PAN,3104177,2004
PAN,3155032,2005
PAN,3206481,2006
PAN,3258329,2007
PAN,3309679,2008
PAN,3360474,2009
PAN,3410676,2010
PAN,3460462,2011
PAN,3510045,2012
PAN,3559408,2013
PAN,3608431,2014
PAN,3657024,2015
PAN,3705246,2016
PAN,3753142,2017
PAN,3800644,2018
PAN,3847647,2019
PER,25444838,1999
PER,25796957,2000
PER,26142281,2001
PER,26479981,2002
PER,26809346,2003
PER,27129674,2004
PER,27442387,2005
PER,27749145,2006
PER,28049728,2007
PER,28347879,2008
PER,28647373,2009
PER,28947973,2010
PER,29248943,2011
PER,29549517,2012
PER,29849303,2013
PER,30147935,2014
PER,30444999,2015
PER,30741062,2016
PER,31036656,2017
PER,31331228,2018
PER,31624207,2019
PHL,74819070,1999
PHL,76451531,2000
PHL,78179792,2001
PHL,79872190,2002
PHL,81536343,2003
PHL,83255520,2004
PHL,84964745,2005
PHL,86656261,2006
PHL,88350267,2007
PHL,90020447,2008
PHL,91586193,2009
PHL,93136651,2010
PHL,94678277,2011
PHL,96190033,2012
PHL,97760753,2013
PHL,99377560,2014
PHL,100998376,2015
PHL,102624209,2016
PHL,104256076,2017
PHL,105893381,2018
PHL,107535277,2019
PNG,4689319,1999
PNG,4812791,2000
PNG,4937454,2001
PNG,5062602,2002
PNG,5188113,2003
PNG,5313886,2004
PNG,5439769,2005
PNG,5565559,2006
PNG,5691088,2007
PNG,5816233,2008
PNG,5940775,2009
PNG,6064515,2010
PNG,6187591,2011
PNG,6310129,2012
PNG,6431902,2013
PNG,6552730,2014
PNG,6672429,2015
PNG,6791317,2016
PNG,6909701,2017
PNG,7027332,2018
PNG,7143996,2019
POL,38665538,1999
POL,38654162,2000
POL,38643639,2001
POL,38625974,2002
POL,38599320,2003
POL,38574205,2004
POL,38556604,2005
POL,38542453,2006
POL,38537963,2007
POL,38556061,2008
POL,38587546,2009
POL,38616395,2010
POL,38631804,2011
POL,38632334,2012
POL,38619322,2013
POL,38593885,2014
POL,38562189,2015
POL,38523261,2016
POL,38476269,2017
POL,38420687,2018
POL,38356121,2019
PRI,3800081,1999
PRI,3810605,2000
PRI,3818807,2001
PRI,3823766,2002
PRI,3826193,2003
PRI,3827008,2004
PRI,3821525,2005
PRI,3805408,2006
PRI,3783221,2007
PRI,3761122,2008
PRI,3740697,2009
PRI,3721525,2010
PRI,3679460,2011
PRI,3636204,2012
PRI,3589467,2013
PRI,3534090,2014
PRI,3472857,2015
PRI,3411489,2016
PRI,3351827,2017
PRI,3294626,2018
PRI,3240261,2019
PRT,10289708,1999
PRT,10361404,2000
PRT,10433815,2001
PRT,10490325,2002
PRT,10530793,2003
PRT,10557290,2004
PRT,10576759,2005
PRT,10595716,2006
PRT,10624750,2007
PRT,10648321,2008
PRT,10658391,2009
PRT,10663245,2010
PRT,10647705,2011
PRT,10604983,2012
PRT,10547422,2013
PRT,10490473,2014
PRT,10446765,2015
PRT,10414107,2016
PRT,10383790,2017
PRT,10355493,2018
PRT,10328384,2019
PRY,5311544,1999
PRY,5418241,2000
PRY,5523401,2001
PRY,5626892,2002
PRY,5728549,2003
PRY,5828163,2004
PRY,5925541,2005
PRY,6020467,2006
PRY,6112995,2007
PRY,6203197,2008
PRY,6290878,2009
PRY,6375830,2010
PRY,6459058,2011
PRY,6541591,2012
PRY,6623252,2013
PRY,6703860,2014
PRY,6783272,2015
PRY,6862812,2016
PRY,6943739,2017
PRY,7025763,2018
PRY,7108524,2019
QAT,608957,1999
QAT,639905,2000
QAT,671438,2001
QAT,703387,2002
QAT,735643,2003
QAT,825447,2004
QAT,972530,2005
QAT,1119914,2006
QAT,1268260,2007
QAT,1417957,2008
QAT,1568525,2009
QAT,1719473,2010
QAT,1849257,2011
QAT,1951591,2012
QAT,2042444,2013
QAT,2123160,2014
QAT,2194817,2015
QAT,2258283,2016
QAT,2314307,2017
QAT,2363569,2018
QAT,2406676,2019
ROU,22476289,1999
ROU,22447353,2000
ROU,22415499,2001
ROU,22365752,2002
ROU,22304678,2003
ROU,22247630,2004
ROU,22197164,2005
ROU,22150478,2006
ROU,22106151,2007
ROU,22060808,2008
ROU,22011818,2009
ROU,21959278,2010
ROU,21904551,2011
ROU,21848504,2012
ROU,21790479,2013
ROU,21729871,2014
ROU,21666350,2015
ROU,21599736,2016
ROU,21529967,2017
ROU,21457116,2018
ROU,21381356,2019
RUS,147698905,1999
RUS,147053966,2000
RUS,146334163,2001
RUS,145529792,2002
RUS,144737284,2003
RUS,144000047,2004
RUS,143319518,2005
RUS,142735754,2006
RUS,142441276,2007
RUS,142393151,2008
RUS,142461491,2009
RUS,142526896,2010
RUS,142525588,2011
RUS,142517670,2012
RUS,142500482,2013
RUS,142470272,2014
RUS,142423773,2015
RUS,142355415,2016
RUS,142257519,2017
RUS,142122776,2018
RUS,141944641,2019
RWA,7986197,1999
RWA,8047103,2000
RWA,8163136,2001
RWA,8329249,2002
RWA,8477210,2003
RWA,8660954,2004
RWA,8842495,2005
RWA,9035491,2006
RWA,9266906,2007
RWA,9501799,2008
RWA,9705671,2009
RWA,9923431,2010
RWA,10200636,2011
RWA,10505592,2012
RWA,10831947,2013
RWA,11149288,2014
RWA,11377040,2015
RWA,11604797,2016
RWA,11901484,2017
RWA,12187400,2018
RWA,12461248,2019
SAU,20853053,1999
SAU,21361821,2000
SAU,21861634,2001
SAU,22342525,2002
SAU,22801189,2003
SAU,23234774,2004
SAU,23640681,2005
SAU,24290219,2006
SAU,25200107,2007
SAU,26115002,2008
SAU,27035739,2009
SAU,27962740,2010
SAU,28789024,2011
SAU,29493141,2012
SAU,30162512,2013
SAU,30800756,2014
SAU,31410285,2015
SAU,31992117,2016
SAU,32548604,2017
SAU,33091113,2018
SAU,33631439,2019
SDN,27012286,1999
SDN,27633945,2000
SDN,28269911,2001
SDN,28920513,2002
SDN,29586089,2003
SDN,30266982,2004
SDN,30963544,2005
SDN,31676138,2006
SDN,32405131,2007
SDN,33173036,2008
SDN,34144883,2009
SDN,34983893,2010
SDN,35683115,2011
SDN,36431189,2012
SDN,37257361,2013
SDN,38253907,2014
SDN,39397806,2015
SDN,40564921,2016
SDN,41824518,2017
SDN,43120843,2018
SDN,44350744,2019
SEN,9252822,1999
SEN,9469281,2000
SEN,9716196,2001
SEN,9972439,2002
SEN,10240144,2003
SEN,10519120,2004
SEN,10804122,2005
SEN,11096111,2006
SEN,11394298,2007
SEN,11698343,2008
SEN,12008068,2009
SEN,12323252,2010
SEN,12643799,2011
SEN,12969606,2012
SEN,13300410,2013
SEN,13635927,2014
SEN,13975834,2015
SEN,14320055,2016
SEN,14668522,2017
SEN,15020945,2018
SEN,15377009,2019
SGP,3965084,1999
SGP,4063333,2000
SGP,4169481,2001
SGP,4281211,2002
SGP,4390624,2003
SGP,4498226,2004
SGP,4605741,2005
SGP,4713561,2006
SGP,4821918,2007
SGP,4930613,2008
SGP,5035897,2009
SGP,5140105,2010
SGP,5246787,2011
SGP,5353494,2012
SGP,5460302,2013
SGP,5567301,2014
SGP,5674472,2015
SGP,5781728,2016
SGP,5888926,2017
SGP,5995991,2018
SGP,6102937,2019
SLB,421716,1999
SLB,433730,2000
SLB,445906,2001
SLB,458223,2002
SLB,470654,2003
SLB,483173,2004
SLB,495751,2005
SLB,508382,2006
SLB,521065,2007
SLB,533776,2008
SLB,546494,2009
SLB,559198,2010
SLB,571890,2011
SLB,584578,2012
SLB,597248,2013
SLB,609883,2014
SLB,622469,2015
SLB,635027,2016
SLB,647581,2017
SLB,660121,2018
SLB,672631,2019
SLE,3735565,1999
SLE,3809058,2000
SLE,4043412,2001
SLE,4286828,2002
SLE,4465683,2003
SLE,4602202,2004
SLE,4708054,2005
SLE,4817621,2006
SLE,4918325,2007
SLE,5022995,2008
SLE,5132138,2009
SLE,5245695,2010
SLE,5363669,2011
SLE,5485998,2012
SLE,5612685,2013
SLE,5743725,2014
SLE,5879098,2015
SLE,6018888,2016
SLE,6163195,2017
SLE,6312212,2018
SLE,6466064,2019
SLV,5766694,1999
SLV,5825336,2000
SLV,5855648,2001
SLV,5868695,2002
SLV,5880201,2003
SLV,5887619,2004
SLV,5899475,2005
SLV,5905773,2006
SLV,5911386,2007
SLV,5933968,2008
SLV,5954121,2009
SLV,5966820,2010
SLV,5984029,2011
SLV,6032632,2012
SLV,6120762,2013
SLV,6178560,2014
SLV,6205417,2015
SLV,6248422,2016
SLV,6304028,2017
SLV,6368351,2018
SLV,6427518,2019
SRB,7677153,1999
SRB,7604335,2000
SRB,7548376,2001
SRB,7544319,2002
SRB,7535230,2003
SRB,7522560,2004
SRB,7502197,2005
SRB,7476102,2006
SRB,7447093,2007
SRB,7413882,2008
SRB,7379339,2009
SRB,7344847,2010
SRB,7310555,2011
SRB,7276604,2012
SRB,7243007,2013
SRB,7209764,2014
SRB,7176794,2015
SRB,7143921,2016
SRB,7111024,2017
SRB,7078110,2018
SRB,7045162,2019
STP,137666,1999
STP,140687,2000
STP,143853,2001
STP,147133,2002
STP,150508,2003
STP,153970,2004
STP,157514,2005
STP,161114,2006
STP,164749,2007
STP,168415,2008
STP,172103,2009
STP,175808,2010
STP,179506,2011
STP,183176,2012
STP,186817,2013
STP,190428,2014
STP,194006,2015
STP,197541,2016
STP,201025,2017
STP,204454,2018
STP,207822,2019
SUR,455740,1999
SUR,464036,2000
SUR,471851,2001
SUR,480008,2002
SUR,488131,2003
SUR,495897,2004
SUR,503639,2005
SUR,511895,2006
SUR,520925,2007
SUR,529824,2008
SUR,538125,2009
SUR,545859,2010
SUR,553159,2011
SUR,560157,2012
SUR,566846,2013
SUR,573311,2014
SUR,579633,2015
SUR,585824,2016
SUR,591919,2017
SUR,597927,2018
SUR,603823,2019
SVK,5395739,1999
SVK,5400320,2000
SVK,5402649,2001
SVK,5403359,2002
SVK,5403962,2003
SVK,5405587,2004
SVK,5407676,2005
SVK,5408945,2006
SVK,5411226,2007
SVK,5415211,2008
SVK,5420248,2009
SVK,5426044,2010
SVK,5433281,2011
SVK,5438951,2012
SVK,5441540,2013
SVK,5443583,2014
SVK,5445027,2015
SVK,5445802,2016
SVK,5445829,2017
SVK,5445040,2018
SVK,5443336,2019
SVN,2009652,1999
SVN,2011243,2000
SVN,2013324,2001
SVN,2014638,2002
SVN,2015612,2003
SVN,2016923,2004
SVN,2020478,2005
SVN,2026872,2006
SVN,2038126,2007
SVN,2056917,2008
SVN,2075271,2009
SVN,2084184,2010
SVN,2088444,2011
SVN,2092760,2012
SVN,2095555,2013
SVN,2097582,2014
SVN,2099134,2015
SVN,2100387,2016
SVN,2101416,2017
SVN,2102126,2018
SVN,2102538,2019
SWE,8909790,1999
SWE,8924354,2000
SWE,8948312,2001
SWE,8977439,2002
SWE,9010865,2003
SWE,9046268,2004
SWE,9082561,2005
SWE,9133723,2006
SWE,9201391,2007
SWE,9273134,2008
SWE,9352378,2009
SWE,9432309,2010
SWE,9503420,2011
SWE,9573256,2012
SWE,9647386,2013
SWE,9723809,2014
SWE,9801616,2015
SWE,9880604,2016
SWE,9960487,2017
SWE,10040995,2018
SWE,10121794,2019
SWZ,1033082,1999
SWZ,1031828,2000
SWZ,1029857,2001
SWZ,1027991,2002
SWZ,1026252,2003
SWZ,1024634,2004
SWZ,1023130,2005
SWZ,1021329,2006
SWZ,1018811,2007
SWZ,1016974,2008
SWZ,1017183,2009
SWZ,1019398,2010
SWZ,1024153,2011
SWZ,1031925,2012
SWZ,1041209,2013
SWZ,1050527,2014
SWZ,1059815,2015
SWZ,1069060,2016
SWZ,1078215,2017
SWZ,1087200,2018
SWZ,1095970,2019
SYC,78137,1999
SYC,79158,2000
SYC,80173,2001
SYC,81125,2002
SYC,82049,2003
SYC,82970,2004
SYC,83886,2005
SYC,84798,2006
SYC,85702,2007
SYC,86595,2008
SYC,87476,2009
SYC,88340,2010
SYC,89188,2011
SYC,90024,2012
SYC,90846,2013
SYC,91650,2014
SYC,92430,2015
SYC,93186,2016
SYC,93920,2017
SYC,94633,2018
SYC,95321,2019
SYR,16054627,1999
SYR,16457434,2000
SYR,16861448,2001
SYR,17266066,2002
SYR,17671578,2003
SYR,18082580,2004
SYR,18567756,2005
SYR,19402895,2006
SYR,20654264,2007
SYR,21387906,2008
SYR,21712112,2009
SYR,22224758,2010
SYR,22635828,2011
SYR,22435341,2012
SYR,21068048,2013
SYR,19473384,2014
SYR,18420213,2015
SYR,17812977,2016
SYR,17468631,2017
SYR,17744554,2018
SYR,18590421,2019
TCD,7846929,1999
TCD,8118148,2000
TCD,8400354,2001
TCD,8713938,2002
TCD,9096232,2003
TCD,9541047,2004
TCD,9958591,2005
TCD,10346100,2006
TCD,10731560,2007
TCD,11135984,2008
TCD,11562994,2009
TCD,11989651,2010
TCD,12438850,2011
TCD,12900189,2012
TCD,13385494,2013
TCD,13887973,2014
TCD,14349650,2015
TCD,14820954,2016
TCD,15327016,2017
TCD,15833116,2018
TCD,16349891,2019
TGO,4852448,1999
TGO,4991834,2000
TGO,5134565,2001
TGO,5277933,2002
TGO,5424964,2003
TGO,5578206,2004
TGO,5714516,2005
TGO,5865402,2006
TGO,6042377,2007
TGO,6220348,2008
TGO,6405008,2009
TGO,6587239,2010
TGO,6771993,2011
TGO,6961049,2012
TGO,7154237,2013
TGO,7351374,2014
TGO,7552318,2015
TGO,7756937,2016
TGO,7965055,2017
TGO,8176449,2018
TGO,8390953,2019
THA,62411983,1999
THA,62901817,2000
THA,63394597,2001
THA,63884702,2002
THA,64334844,2003
THA,64735887,2004
THA,65112909,2005
THA,65470877,2006
THA,65813156,2007
THA,66140640,2008
THA,66441491,2009
THA,66720446,2010
THA,66987118,2011
THA,67245400,2012
THA,67497151,2013
THA,67741401,2014
THA,67976405,2015
THA,68200824,2016
THA,68414135,2017
THA,68615858,2018
THA,68804427,2019
TJK,6110862,1999
TJK,6229697,2000
TJK,6339104,2001
TJK,6452011,2002
TJK,6567848,2003
TJK,6688433,2004
TJK,6814791,2005
TJK,6944062,2006
TJK,7076598,2007
TJK,7211884,2008
TJK,7349145,2009
TJK,7487489,2010
TJK,7627200,2011
TJK,7768385,2012
TJK,7910041,2013
TJK,8051512,2014
TJK,8191958,2015
TJK,8330946,2016
TJK,8468555,2017
TJK,8604882,2018
TJK,8740073,2019
TKM,4324693,1999
TKM,4385485,2000
TKM,4444584,2001
TKM,4502617,2002
TKM,4556130,2003
TKM,4608471,2004
TKM,4664155,2005
TKM,4719514,2006
TKM,4774232,2007
TKM,4829332,2008
TKM,4884887,2009
TKM,4940916,2010
TKM,4997503,2011
TKM,5054828,2012
TKM,5113040,2013
TKM,5171943,2014
TKM,5231422,2015
TKM,5291317,2016
TKM,5351277,2017
TKM,5411012,2018
TKM,5470233,2019
TON,99442,1999
TON,100125,2000
TON,100796,2001
TON,101452,2002
TON,102089,2003
TON,102703,2004
TON,103296,2005
TON,103871,2006
TON,104407,2007
TON,104881,2008
TON,105289,2009
TON,105632,2010
TON,105916,2011
TON,106146,2012
TON,106322,2013
TON,106440,2014
TON,106501,2015
TON,106513,2016
TON,106479,2017
TON,106398,2018
TON,106270,2019
TTO,1254627,1999
TTO,1251775,2000
TTO,1249053,2001
TTO,1245844,2002
TTO,1242426,2003
TTO,1239328,2004
TTO,1236690,2005
TTO,1234559,2006
TTO,1232811,2007
TTO,1231323,2008
TTO,1229953,2009
TTO,1228691,2010
TTO,1227505,2011
TTO,1226383,2012
TTO,1225225,2013
TTO,1223916,2014
TTO,1222363,2015
TTO,1220479,2016
TTO,1218208,2017
TTO,1215527,2018
TTO,1212401,2019
TUN,9447881,1999
TUN,9545892,2000
TUN,9644933,2001
TUN,9742979,2002
TUN,9842039,2003
TUN,9938757,2004
TUN,10029805,2005
TUN,10120017,2006
TUN,10212137,2007
TUN,10307653,2008
TUN,10411019,2009
TUN,10525963,2010
TUN,10647404,2011
TUN,10772543,2012
TUN,10901933,2013
TUN,11032836,2014
TUN,11161625,2015
TUN,11285452,2016
TUN,11403800,2017
TUN,11516189,2018
TUN,11622134,2019
TUR,65035346,1999
TUR,65969922,2000
TUR,66895864,2001
TUR,67800721,2002
TUR,68691464,2003
TUR,69579052,2004
TUR,70464462,2005
TUR,71341435,2006
TUR,72204657,2007
TUR,73049044,2008
TUR,73875971,2009
TUR,74686698,2010
TUR,75481903,2011
TUR,76381757,2012
TUR,77388641,2013
TUR,78401967,2014
TUR,79414269,2015
TUR,80274604,2016
TUR,80845215,2017
TUR,81257239,2018
TUR,81648103,2019
TZA,32187241,1999
TZA,33193297,2000
TZA,34190566,2001
TZA,35226778,2002
TZA,36306711,2003
TZA,37382426,2004
TZA,38486138,2005
TZA,39618057,2006
TZA,40787957,2007
TZA,41967410,2008
TZA,43094715,2009
TZA,44288197,2010
TZA,45590856,2011
TZA,46912768,2012
TZA,48261942,2013
TZA,49639138,2014
TZA,51045882,2015
TZA,52482726,2016
TZA,53950935,2017
TZA,55451343,2018
TZA,56985045,2019
UGA,22437523,1999
UGA,23192143,2000
UGA,23956460,2001
UGA,24774685,2002
UGA,25556535,2003
UGA,26277878,2004
UGA,27031475,2005
UGA,27818685,2006
UGA,28609591,2007
UGA,29377162,2008
UGA,30165171,2009
UGA,31002201,2010
UGA,31878849,2011
UGA,32815403,2012
UGA,33809577,2013
UGA,34909871,2014
UGA,36112202,2015
UGA,37534870,2016
UGA,39185957,2017
UGA,40576470,2018
UGA,41832967,2019
UKR,49491190,1999
UKR,49013834,2000
UKR,48520343,2001
UKR,48074073,2002
UKR,47692440,2003
UKR,47342447,2004
UKR,47002642,2005
UKR,46685257,2006
UKR,46406827,2007
UKR,46155640,2008
UKR,45950761,2009
UKR,45768171,2010
UKR,45603516,2011
UKR,45491526,2012
UKR,45388586,2013
UKR,44943869,2014
UKR,44429471,2015
UKR,44209733,2016
UKR,44033874,2017
UKR,43952299,2018
UKR,43964969,2019
URY,3207949,1999
URY,3219793,2000
URY,3231191,2001
URY,3241594,2002
URY,3250653,2003
URY,3258465,2004
URY,3264911,2005
URY,3271307,2006
URY,3278878,2007
URY,3286372,2008
URY,3293765,2009
URY,3301076,2010
URY,3308535,2011
URY,3316328,2012
URY,3324460,2013
URY,3332972,2014
URY,3341893,2015
URY,3351016,2016
URY,3360148,2017
URY,3369299,2018
URY,3378471,2019
USA,279040168,1999
USA,282162411,2000
USA,284968955,2001
USA,287625193,2002
USA,290107933,2003
USA,292805298,2004
USA,295516599,2005
USA,298379912,2006
USA,301231207,2007
USA,304093966,2008
USA,306771529,2009
USA,309326085,2010
USA,311580009,2011
USA,313874218,2012
USA,316057727,2013
USA,318386421,2014
USA,320742673,2015
USA,323071342,2016
USA,325147121,2017
USA,327167434,2018
USA,330268840,2019
UZB,24701545,1999
UZB,25041821,2000
UZB,25372377,2001
UZB,25696313,2002
UZB,25992144,2003
UZB,26268097,2004
UZB,26539888,2005
UZB,26810463,2006
UZB,27079266,2007
UZB,27345026,2008
UZB,27606007,2009
UZB,27865738,2010
UZB,28128600,2011
UZB,28394180,2012
UZB,28661637,2013
UZB,28929716,2014
UZB,29199942,2015
UZB,29473614,2016
UZB,29748859,2017
UZB,30023709,2018
UZB,30296157,2019
VCT,108118,1999
VCT,107861,2000
VCT,107605,2001
VCT,107262,2002
VCT,106882,2003
VCT,106479,2004
VCT,106070,2005
VCT,105685,2006
VCT,105307,2007
VCT,104938,2008
VCT,104574,2009
VCT,104217,2010
VCT,103869,2011
VCT,103537,2012
VCT,103220,2013
VCT,102918,2014
VCT,102627,2015
VCT,102350,2016
VCT,102089,2017
VCT,101844,2018
VCT,101612,2019
VEN,23822239,1999
VEN,24249188,2000
VEN,24674039,2001
VEN,25101859,2002
VEN,25532121,2003
VEN,25960413,2004
VEN,26386448,2005
VEN,26812315,2006
VEN,27337575,2007
VEN,27861456,2008
VEN,28284507,2009
VEN,28704706,2010
VEN,29120818,2011
VEN,29524938,2012
VEN,29923119,2013
VEN,30236851,2014
VEN,30517902,2015
VEN,30792057,2016
VEN,30684219,2017
VEN,29659027,2018
VEN,28696583,2019
VNM,78141672,1999
VNM,79177981,2000
VNM,80209475,2001
VNM,81257964,2002
VNM,82296588,2003
VNM,83352452,2004
VNM,84424930,2005
VNM,85470535,2006
VNM,86518851,2007
VNM,87558363,2008
VNM,88576758,2009
VNM,89571130,2010
VNM,90549390,2011
VNM,91519289,2012
VNM,92477857,2013
VNM,93421835,2014
VNM,94348835,2015
VNM,95261021,2016
VNM,96160163,2017
VNM,97040334,2018
VNM,97894734,2019
VUT,186341,1999
VUT,191378,2000
VUT,196510,2001
VUT,201729,2002
VUT,207030,2003
VUT,212405,2004
VUT,217849,2005
VUT,223329,2006
VUT,228815,2007
VUT,234300,2008
VUT,239779,2009
VUT,245253,2010
VUT,250716,2011
VUT,256155,2012
VUT,261565,2013
VUT,266937,2014
VUT,272264,2015
VUT,277554,2016
VUT,282814,2017
VUT,288037,2018
VUT,293212,2019
WSM,174755,1999
WSM,176209,2000
WSM,177786,2001
WSM,179429,2002
WSM,181088,2003
WSM,182772,2004
WSM,184491,2005
WSM,186252,2006
WSM,187956,2007
WSM,189503,2008
WSM,190897,2009
WSM,192001,2010
WSM,193161,2011
WSM,194320,2012
WSM,195476,2013
WSM,196628,2014
WSM,197773,2015
WSM,198926,2016
WSM,200108,2017
WSM,201316,2018
WSM,202541,2019
YEM,16728304,1999
YEM,17235921,2000
YEM,17762475,2001
YEM,18309989,2002
YEM,18855729,2003
YEM,19411357,2004
YEM,20002597,2005
YEM,20614589,2006
YEM,21242156,2007
YEM,21885623,2008
YEM,22544016,2009
YEM,23209521,2010
YEM,23898794,2011
YEM,24617071,2012
YEM,25338458,2013
YEM,26052966,2014
YEM,26737317,2015
YEM,27392779,2016
YEM,28036829,2017
YEM,28667230,2018
YEM,29282399,2019
ZAF,44351539,1999
ZAF,44913298,2000
ZAF,45483334,2001
ZAF,46104939,2002
ZAF,46770284,2003
ZAF,47438933,2004
ZAF,48104397,2005
ZAF,48737071,2006
ZAF,49371903,2007
ZAF,50024791,2008
ZAF,50680856,2009
ZAF,51122965,2010
ZAF,51453823,2011
ZAF,51913821,2012
ZAF,52425155,2013
ZAF,53006857,2014
ZAF,53675563,2015
ZAF,54300704,2016
ZAF,54841552,2017
ZAF,55380210,2018
ZAF,55918443,2019
ZMB,9692594,1999
ZMB,9983878,2000
ZMB,10284605,2001
ZMB,10558408,2002
ZMB,10819896,2003
ZMB,11088247,2004
ZMB,11372462,2005
ZMB,11678306,2006
ZMB,12000691,2007
ZMB,12337728,2008
ZMB,12678115,2009
ZMB,13041876,2010
ZMB,13424596,2011
ZMB,13817479,2012
ZMB,14222233,2013
ZMB,14638505,2014
ZMB,15066266,2015
ZMB,15510711,2016
ZMB,15972000,2017
ZMB,16445079,2018
ZMB,16929953,2019
