country,expectancy,year
TUR,69.417,1999
TUR,70.005,2000
TUR,70.56,2001
TUR,71.078,2002
TUR,71.559,2003
TUR,72.004,2004
TUR,72.424,2005
TUR,72.83,2006
TUR,73.235,2007
TUR,73.649,2008
TUR,74.074,2009
TUR,74.507,2010
TUR,74.944,2011
TUR,75.373,2012
TUR,75.784,2013
TUR,76.172,2014
TUR,76.532,2015
TUR,76.86,2016
TUR,77.161,2017
TUR,77.437,2018
TUR,77.691,2019
TZA,50.248,1999
TZA,50.801,2000
TZA,51.444,2001
TZA,52.142,2002
TZA,52.866,2003
TZA,53.602,2004
TZA,54.349,2005
TZA,55.119,2006
TZA,55.926,2007
TZA,56.777,2008
TZA,57.666,2009
TZA,58.584,2010
TZA,59.525,2011
TZA,60.47,2012
TZA,61.398,2013
TZA,62.288,2014
TZA,63.111,2015
TZA,63.844,2016
TZA,64.479,2017
TZA,65.015,2018
TZA,65.456,2019
UGA,45.373,1999
UGA,46.229,2000
UGA,47.22,2001
UGA,48.299,2002
UGA,49.421,2003
UGA,50.554,2004
UGA,51.676,2005
UGA,52.784,2006
UGA,53.887,2007
UGA,54.984,2008
UGA,56.06,2009
UGA,57.099,2010
UGA,58.087,2011
UGA,59.017,2012
UGA,59.881,2013
UGA,60.669,2014
UGA,61.373,2015
UGA,61.986,2016
UGA,62.516,2017
UGA,62.973,2018
UGA,63.368,2019
UKR,67.98097561,1999
UKR,67.67560976,2000
UKR,67.83707317,2001
UKR,68.27560976,2002
UKR,68.21073171,2003
UKR,68.18536585,2004
UKR,67.95682927,2005
UKR,68.07756098,2006
UKR,68.22219512,2007
UKR,68.25146341,2008
UKR,69.19,2009
UKR,70.26536585,2010
UKR,70.80926829,2011
UKR,70.94414634,2012
UKR,71.1595122,2013
UKR,71.18658537,2014
UKR,71.1895122,2015
UKR,71.47634146,2016
UKR,71.78097561,2017
UKR,71.58268293,2018
UKR,71.82731707,2019
URY,74.523,1999
URY,74.731,2000
URY,74.939,2001
URY,75.152,2002
URY,75.373,2003
URY,75.599,2004
URY,75.826,2005
URY,76.046,2006
URY,76.251,2007
URY,76.437,2008
URY,76.603,2009
URY,76.75,2010
URY,76.882,2011
URY,77.004,2012
URY,77.124,2013
URY,77.244,2014
URY,77.369,2015
URY,77.498,2016
URY,77.632,2017
URY,77.77,2018
URY,77.911,2019
USA,76.58292683,1999
USA,76.63658537,2000
USA,76.83658537,2001
USA,76.93658537,2002
USA,77.03658537,2003
USA,77.48780488,2004
USA,77.48780488,2005
USA,77.68780488,2006
USA,77.98780488,2007
USA,78.03902439,2008
USA,78.3902439,2009
USA,78.54146341,2010
USA,78.64146341,2011
USA,78.74146341,2012
USA,78.74146341,2013
USA,78.84146341,2014
USA,78.6902439,2015
USA,78.53902439,2016
USA,78.53902439,2017
USA,78.63902439,2018
USA,78.78780488,2019
UZB,66.959,1999
UZB,67.156,2000
UZB,67.374,2001
UZB,67.613,2002
UZB,67.868,2003
UZB,68.135,2004
UZB,68.407,2005
UZB,68.676,2006
UZB,68.939,2007
UZB,69.193,2008
UZB,69.435,2009
UZB,69.672,2010
UZB,69.91,2011
UZB,70.155,2012
UZB,70.41,2013
UZB,70.671,2014
UZB,70.928,2015
UZB,71.171,2016
UZB,71.388,2017
UZB,71.573,2018
UZB,71.725,2019
VCT,70.762,1999
VCT,70.809,2000
VCT,70.882,2001
VCT,70.977,2002
VCT,71.087,2003
VCT,71.208,2004
VCT,71.331,2005
VCT,71.449,2006
VCT,71.554,2007
VCT,71.643,2008
VCT,71.716,2009
VCT,71.776,2010
VCT,71.827,2011
VCT,71.879,2012
VCT,71.939,2013
VCT,72.01,2014
VCT,72.095,2015
VCT,72.193,2016
VCT,72.3,2017
VCT,72.415,2018
VCT,72.534,2019
VEN,71.93,1999
VEN,72.112,2000
VEN,72.294,2001
VEN,72.466,2002
VEN,72.618,2003
VEN,72.746,2004
VEN,72.852,2005
VEN,72.938,2006
VEN,73.01,2007
VEN,73.071,2008
VEN,73.116,2009
VEN,73.134,2010
VEN,73.11,2011
VEN,73.037,2012
VEN,72.918,2013
VEN,72.762,2014
VEN,72.584,2015
VEN,72.405,2016
VEN,72.246,2017
VEN,72.128,2018
VEN,72.064,2019
VNM,72.824,1999
VNM,73.025,2000
VNM,73.228,2001
VNM,73.438,2002
VNM,73.654,2003
VNM,73.875,2004
VNM,74.092,2005
VNM,74.295,2006
VNM,74.474,2007
VNM,74.625,2008
VNM,74.745,2009
VNM,74.837,2010
VNM,74.904,2011
VNM,74.958,2012
VNM,75.006,2013
VNM,75.056,2014
VNM,75.11,2015
VNM,75.172,2016
VNM,75.241,2017
VNM,75.317,2018
VNM,75.4,2019
VUT,67.134,1999
VUT,67.363,2000
VUT,67.583,2001
VUT,67.793,2002
VUT,67.99,2003
VUT,68.176,2004
VUT,68.35,2005
VUT,68.515,2006
VUT,68.672,2007
VUT,68.824,2008
VUT,68.974,2009
VUT,69.123,2010
VUT,69.272,2011
VUT,69.421,2012
VUT,69.57,2013
VUT,69.719,2014
VUT,69.869,2015
VUT,70.021,2016
VUT,70.172,2017
VUT,70.323,2018
VUT,70.474,2019
WSM,68.399,1999
WSM,68.748,2000
WSM,69.103,2001
WSM,69.451,2002
WSM,69.781,2003
WSM,70.089,2004
WSM,70.374,2005
WSM,70.642,2006
WSM,70.901,2007
WSM,71.158,2008
WSM,71.412,2009
WSM,71.663,2010
WSM,71.906,2011
WSM,72.136,2012
WSM,72.351,2013
WSM,72.549,2014
WSM,72.73,2015
WSM,72.895,2016
WSM,73.046,2017
WSM,73.187,2018
WSM,73.321,2019
XKX,67.64390244,1999
XKX,67.74390244,2000
XKX,67.84390244,2001
XKX,67.94390244,2002
XKX,68.24390244,2003
XKX,68.54390244,2004
XKX,68.79268293,2005
XKX,69.04390244,2006
XKX,69.34390244,2007
XKX,69.64390244,2008
XKX,69.94390244,2009
XKX,70.14390244,2010
XKX,70.44390244,2011
XKX,70.74390244,2012
XKX,70.94390244,2013
XKX,71.24390244,2014
XKX,71.49512195,2015
XKX,71.74390244,2016
XKX,71.99512195,2017
XKX,72.24390244,2018
XKX,72.49512195,2019
YEM,60.204,1999
YEM,60.683,2000
YEM,61.216,2001
YEM,61.781,2002
YEM,62.358,2003
YEM,62.931,2004
YEM,63.481,2005
YEM,63.997,2006
YEM,64.47,2007
YEM,64.892,2008
YEM,65.255,2009
YEM,65.549,2010
YEM,65.768,2011
YEM,65.92,2012
YEM,66.016,2013
YEM,66.066,2014
YEM,66.085,2015
YEM,66.087,2016
YEM,66.086,2017
YEM,66.096,2018
YEM,66.125,2019
ZAF,57.144,1999
ZAF,56.048,2000
ZAF,55.089,2001
ZAF,54.31,2002
ZAF,53.749,2003
ZAF,53.444,2004
ZAF,53.447,2005
ZAF,53.795,2006
ZAF,54.452,2007
ZAF,55.36,2008
ZAF,56.46,2009
ZAF,57.669,2010
ZAF,58.895,2011
ZAF,60.06,2012
ZAF,61.099,2013
ZAF,61.968,2014
ZAF,62.649,2015
ZAF,63.153,2016
ZAF,63.538,2017
ZAF,63.857,2018
ZAF,64.131,2019
ZMB,43.594,1999
ZMB,44,2000
ZMB,44.615,2001
ZMB,45.4,2002
ZMB,46.322,2003
ZMB,47.354,2004
ZMB,48.496,2005
ZMB,49.757,2006
ZMB,51.134,2007
ZMB,52.606,2008
ZMB,54.13,2009
ZMB,55.655,2010
ZMB,57.126,2011
ZMB,58.502,2012
ZMB,59.746,2013
ZMB,60.831,2014
ZMB,61.737,2015
ZMB,62.464,2016
ZMB,63.043,2017
ZMB,63.51,2018
ZMB,63.886,2019
ZWE,45.461,1999
ZWE,44.649,2000
ZWE,44.01,2001
ZWE,43.523,2002
ZWE,43.195,2003
ZWE,43.065,2004
ZWE,43.241,2005
ZWE,43.853,2006
ZWE,44.947,2007
ZWE,46.504,2008
ZWE,48.449,2009
ZWE,50.64,2010
ZWE,52.896,2011
ZWE,55.032,2012
ZWE,56.897,2013
ZWE,58.41,2014
ZWE,59.534,2015
ZWE,60.294,2016
ZWE,60.812,2017
ZWE,61.195,2018
ZWE,61.49,2019
