country,rate,year
SVK,,2010
SVN,,1905
SVN,,1900
SVN,,1910
SVN,,1915
SVN,,1920
SVN,,1925
SVN,,1930
SVN,,1935
SVN,,1940
SVN,,1945
SVN,,1950
SVN,,1955
SVN,,1960
SVN,,1965
SVN,,1970
SVN,,1975
SVN,,1980
SVN,,1985
SVN,99.5,1990
SVN,,1995
SVN,,2000
SVN,99.7,2005
SVN,99.7,2010
SWE,,1905
SWE,,1900
SWE,,1910
SWE,,1915
SWE,,1920
SWE,99.9,1925
SWE,,1930
SWE,,1935
SWE,,1940
SWE,,1945
SWE,98.5,1950
SWE,,1955
SWE,99,1960
SWE,,1965
SWE,99,1970
SWE,,1975
SWE,99,1980
SWE,,1985
SWE,99,1990
SWE,99,1995
SWE,,2000
SWE,99,2005
SWE,99,2010
SWZ,,1905
SWZ,,1900
SWZ,,1910
SWZ,,1915
SWZ,,1920
SWZ,,1925
SWZ,,1930
SWZ,,1935
SWZ,,1940
SWZ,13.3,1945
SWZ,18.5,1950
SWZ,,1955
SWZ,,1960
SWZ,,1965
SWZ,,1970
SWZ,55.3,1975
SWZ,60.4,1980
SWZ,67.2,1985
SWZ,72.1,1990
SWZ,76.7,1995
SWZ,81.7,2000
SWZ,,2005
SWZ,86.2,2010
SYR,,1905
SYR,,1900
SYR,,1910
SYR,,1915
SYR,,1920
SYR,,1925
SYR,,1930
SYR,,1935
SYR,,1940
SYR,,1945
SYR,27.5,1950
SYR,,1955
SYR,29.5,1960
SYR,,1965
SYR,40,1970
SYR,,1975
SYR,53.8,1980
SYR,,1985
SYR,65.7,1990
SYR,70.8,1995
SYR,75.6,2000
SYR,80.4,2005
SYR,83.4,2010
TCD,,1905
TCD,,1900
TCD,,1910
TCD,,1915
TCD,,1920
TCD,,1925
TCD,,1930
TCD,,1935
TCD,,1940
TCD,,1945
TCD,3,1950
TCD,,1955
TCD,,1960
TCD,5.6,1965
TCD,,1970
TCD,,1975
TCD,32.7,1980
TCD,,1985
TCD,42.7,1990
TCD,48.1,1995
TCD,53.5,2000
TCD,,2005
TCD,63.6,2010
TGO,,1905
TGO,,1900
TGO,,1910
TGO,,1915
TGO,,1920
TGO,,1925
TGO,,1930
TGO,,1935
TGO,,1940
TGO,,1945
TGO,7.5,1950
TGO,,1955
TGO,9.7,1960
TGO,,1965
TGO,15.9,1970
TGO,,1975
TGO,33.4,1980
TGO,,1985
TGO,45.4,1990
TGO,51.7,1995
TGO,57.9,2000
TGO,,2005
TGO,69.5,2010
THA,,1905
THA,,1900
THA,,1910
THA,,1915
THA,,1920
THA,,1925
THA,,1930
THA,31.2,1935
THA,,1940
THA,52,1945
THA,52.5,1950
THA,63.7,1955
THA,67.7,1960
THA,,1965
THA,78.6,1970
THA,,1975
THA,88,1980
THA,,1985
THA,93.3,1990
THA,93.8,1995
THA,95.1,2000
THA,,2005
THA,96.8,2010
TJK,,1905
TJK,,1900
TJK,,1910
TJK,,1915
TJK,,1920
TJK,,1925
TJK,,1930
TJK,,1935
TJK,,1940
TJK,,1945
TJK,,1950
TJK,,1955
TJK,,1960
TJK,,1965
TJK,,1970
TJK,,1975
TJK,,1980
TJK,,1985
TJK,97.7,1990
TJK,,1995
TJK,99.5,2000
TJK,,2005
TJK,99.7,2010
TKM,,1905
TKM,,1900
TKM,,1910
TKM,,1915
TKM,,1920
TKM,,1925
TKM,,1930
TKM,,1935
TKM,,1940
TKM,,1945
TKM,,1950
TKM,,1955
TKM,,1960
TKM,,1965
TKM,,1970
TKM,,1975
TKM,,1980
TKM,,1985
TKM,,1990
TKM,98.8,1995
TKM,,2000
TKM,,2005
TKM,99.6,2010
TTO,,1905
TTO,,1900
TTO,47.5,1910
TTO,,1915
TTO,53.2,1920
TTO,,1925
TTO,,1930
TTO,,1935
TTO,,1940
TTO,73.8,1945
TTO,72.5,1950
TTO,,1955
TTO,93.4,1960
TTO,,1965
TTO,92.2,1970
TTO,,1975
TTO,95,1980
TTO,,1985
TTO,96.9,1990
TTO,97.9,1995
TTO,,2000
TTO,98.4,2005
TTO,98.8,2010
TUN,,1905
TUN,,1900
TUN,,1910
TUN,,1915
TUN,,1920
TUN,,1925
TUN,,1930
TUN,,1935
TUN,,1940
TUN,,1945
TUN,17.5,1950
TUN,,1955
TUN,15.5,1960
TUN,24,1965
TUN,,1970
TUN,38,1975
TUN,46.5,1980
TUN,48.2,1985
TUN,60.2,1990
TUN,66.7,1995
TUN,,2000
TUN,72.3,2005
TUN,81.6,2010
TUR,,1905
TUR,,1900
TUR,,1910
TUR,,1915
TUR,,1920
TUR,8.2,1925
TUR,,1930
TUR,20.4,1935
TUR,,1940
TUR,30.5,1945
TUR,31.9,1950
TUR,38.6,1955
TUR,38.1,1960
TUR,46,1965
TUR,51.3,1970
TUR,61.6,1975
TUR,65.7,1980
TUR,76,1985
TUR,79.2,1990
TUR,82.3,1995
TUR,,2000
TUR,88.2,2005
TUR,90.8,2010
TZA,,1905
TZA,,1900
TZA,,1910
TZA,,1915
TZA,,1920
TZA,,1925
TZA,,1930
TZA,,1935
TZA,,1940
TZA,,1945
TZA,7.5,1950
TZA,,1955
TZA,9.5,1960
TZA,28.1,1965
TZA,,1970
TZA,,1975
TZA,49.6,1980
TZA,,1985
TZA,62.1,1990
TZA,67.8,1995
TZA,73.3,2000
TZA,,2005
TZA,82.2,2010
UGA,,1905
UGA,,1900
UGA,,1910
UGA,,1915
UGA,,1920
UGA,,1925
UGA,,1930
UGA,,1935
UGA,,1940
UGA,,1945
UGA,27.5,1950
UGA,,1955
UGA,44.9,1960
UGA,,1965
UGA,,1970
UGA,,1975
UGA,46.4,1980
UGA,,1985
UGA,56.6,1990
UGA,61.8,1995
UGA,67,2000
UGA,71.4,2005
UGA,76.2,2010
UKR,,1905
UKR,,1900
UKR,,1910
UKR,,1915
UKR,,1920
UKR,,1925
UKR,,1930
UKR,,1935
UKR,,1940
UKR,,1945
UKR,,1950
UKR,,1955
UKR,99.1,1960
UKR,,1965
UKR,99.8,1970
UKR,,1975
UKR,,1980
UKR,,1985
UKR,,1990
UKR,,1995
UKR,99.4,2000
UKR,,2005
UKR,99.7,2010
URY,,1905
URY,,1900
URY,,1910
URY,,1915
URY,,1920
URY,,1925
URY,,1930
URY,,1935
URY,,1940
URY,,1945
URY,82.5,1950
URY,,1955
URY,,1960
URY,80.4,1965
URY,,1970
URY,93.9,1975
URY,,1980
URY,95.4,1985
URY,,1990
URY,96.8,1995
URY,,2000
URY,97.8,2005
URY,98.1,2010
USA,,1905
USA,90.3,1900
USA,92.3,1910
USA,,1915
USA,94,1920
USA,,1925
USA,94.1,1930
USA,,1935
USA,97.1,1940
USA,97.3,1945
USA,97.5,1950
USA,,1955
USA,97.2,1960
USA,,1965
USA,99,1970
USA,,1975
USA,99.4,1980
USA,,1985
USA,,1990
USA,99,1995
USA,,2000
USA,99,2005
USA,99,2010
UZB,,1905
UZB,,1900
UZB,,1910
UZB,,1915
UZB,,1920
UZB,,1925
UZB,,1930
UZB,,1935
UZB,,1940
UZB,,1945
UZB,,1950
UZB,,1955
UZB,,1960
UZB,,1965
UZB,,1970
UZB,,1975
UZB,,1980
UZB,,1985
UZB,,1990
UZB,,1995
UZB,98.6,2000
UZB,,2005
UZB,99.4,2010
VEN,,1905
VEN,,1900
VEN,,1910
VEN,,1915
VEN,,1920
VEN,,1925
VEN,,1930
VEN,39,1935
VEN,41.5,1940
VEN,,1945
VEN,52.2,1950
VEN,,1955
VEN,63.3,1960
VEN,,1965
VEN,76.5,1970
VEN,,1975
VEN,84.7,1980
VEN,,1985
VEN,89.8,1990
VEN,,1995
VEN,93,2000
VEN,95.2,2005
VEN,95.5,2010
VNM,,1905
VNM,,1900
VNM,,1910
VNM,,1915
VNM,,1920
VNM,,1925
VNM,,1930
VNM,,1935
VNM,,1940
VNM,,1945
VNM,17.5,1950
VNM,,1955
VNM,64.5,1960
VNM,,1965
VNM,,1970
VNM,,1975
VNM,83.8,1980
VNM,,1985
VNM,87.6,1990
VNM,93.7,1995
VNM,95.6,2000
VNM,,2005
VNM,97.4,2010
YEM,,1905
YEM,,1900
YEM,,1910
YEM,,1915
YEM,,1920
YEM,,1925
YEM,,1930
YEM,,1935
YEM,,1940
YEM,,1945
YEM,3,1950
YEM,,1955
YEM,2.5,1960
YEM,,1965
YEM,27.1,1970
YEM,,1975
YEM,8.6,1980
YEM,,1985
YEM,,1990
YEM,37.1,1995
YEM,,2000
YEM,54.7,2005
YEM,63.9,2010
ZAF,,1905
ZAF,,1900
ZAF,,1910
ZAF,,1915
ZAF,,1920
ZAF,,1925
ZAF,,1930
ZAF,,1935
ZAF,,1940
ZAF,,1945
ZAF,42.5,1950
ZAF,,1955
ZAF,57,1960
ZAF,,1965
ZAF,,1970
ZAF,,1975
ZAF,75.7,1980
ZAF,,1985
ZAF,79.9,1990
ZAF,82.4,1995
ZAF,83.6,2000
ZAF,,2005
ZAF,86.6,2010
ZMB,,1905
ZMB,,1900
ZMB,,1910
ZMB,,1915
ZMB,,1920
ZMB,,1925
ZMB,,1930
ZMB,,1935
ZMB,,1940
ZMB,,1945
ZMB,,1950
ZMB,,1955
ZMB,,1960
ZMB,,1965
ZMB,47.3,1970
ZMB,,1975
ZMB,53.5,1980
ZMB,,1985
ZMB,73.1,1990
ZMB,78.2,1995
ZMB,82.9,2000
ZMB,,2005
ZMB,89.6,2010
ZWE,,1905
ZWE,,1900
ZWE,,1910
ZWE,,1915
ZWE,,1920
ZWE,,1925
ZWE,,1930
ZWE,,1935
ZWE,,1940
ZWE,,1945
ZWE,22.5,1950
ZWE,,1955
ZWE,,1960
ZWE,,1965
ZWE,,1970
ZWE,,1975
ZWE,75.3,1980
ZWE,,1985
ZWE,82.3,1990
ZWE,85.1,1995
ZWE,87.6,2000
ZWE,,2005
ZWE,91.7,2010
